SIREN;Dénomination;SIRET;Code APE;Procédures collectives (type);Procédures collectives (date);Code postal;Date de création;Tranche effectifs;Capital souscrit non appelé (I) (AA) 2016 (€);TOTAL (II) (net) (BJNET) 2016 (€);Matières premières, approvisionnements (net) (BLNET) 2016 (€);En cours de production de biens (net) (BNNET) 2016 (€);En cours de production de services (net) (BPNET) 2016 (€);Produits intermédiaires et finis (net) (BRNET) 2016 (€);Marchandises (net) (BTNET) 2016 (€);Avances et acomptes versés sur commandes (net) (BVNET) 2016 (€);Clients et comptes rattachés (3) (net) (BXNET) 2016 (€);Autres créances (3) (net) (BZNET) 2016 (€);Capital souscrit et appelé, non versé (net) (CBNET) 2016 (€);Valeurs mobilières de placement (net) (CDNET) 2016 (€);Disponibilités (net) (CFNET) 2016 (€);Charges constatées d'avance (3) (net) (CHNET) 2016 (€);TOTAL (III) (net) (CJNET) 2016 (€);Primes de remboursement des obligations (CM) 2016 (€);Ecarts de conversion actif (CN) 2016 (€);TOTAL GENERAL(I à VI) (net) (CONET) 2016 (€);Capital social ou individuel (1) (DA) 2016 (€);Report à nouveau (DH) 2016 (€);RESULTAT DE L'EXERCICE (bénéfice ou perte) (DI) 2016 (€);TOTAL (I) (DL) 2016 (€);TOTAL(II) (DO) 2016 (€);TOTAL (III) (DR) 2016 (€);Autres emprunts obligataires (DT) 2016 (€);Emprunts obligataires convertibles (DS) 2016 (€);Emprunts et dettes auprès des établissements de crédit (5) (DU) 2016 (€);Emprunts et dettes financières divers (DV) 2016 (€);Avances et acomptes reçus sur commandes en cours (DW) 2016 (€);Dettes fournisseurs et comptes rattachés (DX) 2016 (€);Dettes fiscales et sociales (DY) 2016 (€);Dettes sur immobilisations et comptes rattachés (DZ) 2016 (€);Autres dettes (EA) 2016 (€);dont comptes courants d'associés de l'exercice N (EA2) 2016 (€);Produits constatés d'avance (EB) 2016 (€);TOTAL (IV) (EC) 2016 (€);TOTAL GENERAL (I à V) (EE) 2016 (€);(5) Dont concours bancaires courants, et soldes créditeurs de banques et CCP (EH) 2016 (€);Chiffre d'affaires net (France) (FJ) 2016 (€);Chiffre d'affaires net (Exportations et livraisons intracommunautaires) (FK) 2016 (€);Chiffre d'affaires net (Total) (FL) 2016 (€);Subventions d'exploitation (FO) 2016 (€);Reprises sur amortissements et provisions, transferts de charges (9) (FP) 2016 (€);Total des produits d'exploitation (2) (I) (FR) 2016 (€);Achats de marchandises (y compris droits de douane) (FS) 2016 (€);Variation de stock (marchandises) (FT) 2016 (€);Achats de matières premières et autres approvisionnements (y compris droits de douane) (FU) 2016 (€);Variation de stock (matières premières et approvisionnements) (FV) 2016 (€);Autres achats et charges externes (3) (6 bis) (FW) 2016 (€);Impôts, taxes et versements assimilés (FX) 2016 (€);Salaires et traitements (FY) 2016 (€);Charges sociales (10) (FZ) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux amortissements) (GA) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux provisions) (GB) 2016 (€);Dotations d'exploitation sur actif circulant (dotations aux provisions) (GC) 2016 (€);Dotations d'exploitation pour risques et charges (dotations aux provisions) (GD) 2016 (€);Autres charges (12) (GE) 2016 (€);Total des charges d'exploitation (4) (II) (GF) 2016 (€);1 - RESULTAT D'EXPLOITATION (I - II) (GG) 2016 (€);Total des produits financiers (V) (GP) 2016 (€);Intérêts et charges assimilées (GR) 2016 (€);Total des charges financières (VI) (GU) 2016 (€);Dotations financières aux amortissements et provisions (GQ) 2016 (€);Reprises sur provisions & transferts de charges (GM) 2016 (€);Total des produits exceptionnels (VII) (HD) 2016 (€);Reprises sur provisions & transferts de charges (HC) 2016 (€);Dotations exceptionnelles aux amortissements et provisions (6 ter) (HG) 2016 (€);Total des charges exceptionnelles (VIII) (HH) 2016 (€);4 - RESULTAT EXCEPTIONNEL (VII - VIII) (HI) 2016 (€);5 - BENEFICE OU PERTE (Total des produits - total des charges) (HN) 2016 (€);Participation des salariés aux résultats de l'entreprise (HJ) 2016 (€);Impôts sur les bénéfices (HK) 2016 (€);Clients douteux ou litigieux - Montant brut (VA) 2016 (€);Sécurité sociale et autres organismes sociaux - Montant brut (8D) 2016 (€);Impôts sur les bénéfices - Montant brut (8E) 2016 (€);T.V.A. - Montant brut (VW) 2016 (€);Emprunts remboursés en cours d’exercice (VK) 2016 (€);Emprunts souscrits en cours d’exercice - à 1 an au plus (VJ2) 2016 (€);Emprunts souscrits en cours d’exercice - à plus d'un an et 5 ans au plus (VJ3) 2016 (€);Emprunts souscrits en cours d’exercice - à plus de 5 ans (VJ4) 2016 (€);Effets portés à l’escompte et non échus (YS) 2016 (€);Sous‐traitance (YT) 2016 (€);Effectif moyen du personnel (YP) 2016;Ecarts de conversion passif (V) (ED) 2016 (€);Production stockée (FM) 2016 (€);Production immobilisée (FN) 2016 (€);(3) Dont Crédit-bail mobilier (HP) 2016 (€);(3) Dont Crédit-bail immobilier (HQ) 2016 (€);3 - RESULTAT COURANT AVANT IMPOTS (I - II + III - IV + V - VI) (GW) 2016 (€);Ville;Nombre de mois de l'exercice comptable 2016;Notation NOTA-PME 2016;Catégorie juridique (Niveau II)
311584718;CETIH ROANNE / PORTE D 'ENTREE;31158471800044;2512Z;;;44270;01/01/1977;De 100 à 199 salariés;0;7356730;2842451;108650;0;436499;0;0;3353703;1453569;0;0;435360;194720;8824952;0;0;16181681;160000;0;2134322;4781143;0;499729;0;0;0;1308513;0;6938566;1790464;0;862909;0;0;10900452;16181681;0;45886246;20303;45906549;0;401387;46374322;9707129;0;15996590;-914809;10584134;494930;4045726;1521155;1094277;0;200709;215023;31188;42976050;3398272;77028;105465;121210;0;0;448382;391449;312683;578375;-129993;2134322;351598;738177;376896;441108;0;250961;0;0;0;0;0;0;0;357;65536;0;0;0;3354090;MACHECOUL-SAINT-MEME;12;6,6;Société par actions simplifiée
352732515;GARAGE MODERNE;35273251500080;4511Z;;;01000;01/01/1989;De 100 à 199 salariés;0;5116525;48236;0;95177;0;8932497;732362;1078198;2762584;0;0;4945;64642;13718640;0;0;18835165;2500000;0;904249;5015255;0;162711;0;0;3686600;3000;211321;7770174;1737932;0;247822;0;350;13657199;18835165;0;54426237;0;54426237;0;461174;54984272;44226358;-478428;0;0;4096560;364705;3909152;1557812;171467;0;143400;5400;237504;54233931;750342;423045;86502;86502;0;0;3656;0;0;3276;380;904249;27968;155047;155170;487534;0;343291;713210;0;0;0;0;0;115;0;95177;0;0;0;1086884;BOURG-EN-BRESSE;12;4,6;Société par actions simplifiée
454067273;SUNDIS;45406727300010;4649Z;;;59230;15/06/2004;De 50 à 99 salariés;0;721177;51927;0;0;0;3509665;0;11497822;472631;0;0;5999072;39853;21570970;0;0;22292147;3223700;0;4069346;10313317;0;0;0;0;0;471598;0;8825128;945975;22414;1719715;0;-6000;11978831;22292147;0;39617310;7229405;46846715;8562;29616;46997836;30744494;-282995;0;0;5477538;308087;2048381;486279;253992;0;10368;0;1603559;40649704;6348132;11990;12542;12542;0;0;60426;12579;21367;41283;19142;4069346;284745;2012630;10547;117681;0;307687;0;0;0;0;0;0;55;0;0;0;0;0;6347579;SARS-ET-ROSIERES;12;7,3;Société par actions simplifiée
513969402;RECOMMERCE SOLUTIONS;51396940200033;4652Z;;;94250;27/07/2009;De 100 à 199 salariés;0;1078633;3339765;0;0;0;0;0;3295287;741422;0;300119;2369086;75506;10121185;0;0;11199818;174141;-5818246;-5694685;-4003389;570000;200000;0;3421739;2922285;87530;0;6916189;711991;0;284305;0;13734;14357773;11199818;0;19248385;10731035;29979420;19000;191720;30196897;0;0;19602597;-16853;7713283;144295;3148459;1093206;93047;0;1360090;0;395628;33533753;-3336856;85271;377178;2202252;1820000;0;9119;3774;201304;205517;-196399;-5694685;0;44450;274699;251161;0;113211;212500;0;0;0;0;0;55;75433;0;0;0;0;-5453837;GENTILLY;12;2,4;Société anonyme à directoire
612056549;HELLERMANNTYTON / HELLERMANN - CUBOPLASTIC - TYTON - RW D;61205654900043;2229A;;;78190;16/09/1987;De 200 à 249 salariés;0;8040381;704579;785568;0;1463298;2212434;535298;9559099;1448598;0;0;541916;159849;17410641;0;6135;25457159;1800000;3363401;2273354;9196419;0;952569;0;0;0;4690837;76128;5905701;4015068;0;550449;0;0;15238185;25457159;0;18022985;22071576;40094561;0;240067;41884289;13678784;124349;4779722;171127;6499063;611228;6737830;3269033;1942140;0;16309;120996;157930;38108516;3775773;74670;55909;121396;6135;19274;183719;145619;197483;207790;-24071;2273354;438568;993053;5748;1423365;472577;120094;500000;0;0;0;0;0;0;69985;127731;0;0;0;3729047;TRAPPES;12;6,5;Société par actions simplifiée
431903954;SERFIM T.I.C.;43190395400029;4222Z;;;69200;21/06/2000;De 100 à 199 salariés;0;1472656;0;4209766;0;0;0;0;4953674;3934580;0;0;400623;30704;13529347;0;0;15002003;500000;0;882430;3386804;78000;247950;0;0;1057250;17032;0;4758357;2627435;5796;88301;0;2735078;11289249;15002003;14415;24605107;0;24605107;14949;461286;25113663;0;0;4223052;0;11888620;437506;4038355;2779237;407076;0;0;0;499;23774345;1339318;51794;17602;17802;0;0;397804;240000;271000;308018;89786;882430;192206;388459;0;672625;0;1345912;398360;0;0;0;0;0;0;0;30806;0;97784;0;1373310;VENISSIEUX;12;6;Société par actions simplifiée
960201820;KENNAMETAL FRANCE;96020182000110;4669B;;;91940;01/01/1960;De 50 à 99 salariés;0;239568;0;0;0;0;0;19102;11705042;18616477;0;0;100808;22999;30464429;0;3;30703999;11504728;1083877;648807;22001897;0;691985;0;0;24;0;49663;4413390;2975224;0;571816;0;0;8010117;30703999;0;46117383;4677559;50794941;0;165831;51913663;39990157;0;0;0;2872375;366584;5168400;2373893;63895;0;186375;0;11291;51032970;880693;25684;17454;39970;3;23086;842216;138157;86923;700201;142015;648807;0;359615;591620;826509;359615;883853;0;0;0;0;0;0;0;0;0;0;0;0;866407;LES ULIS;12;5,3;Société par actions simplifiée
305785925;GUILMOT-GAUDAIS;30578592500069;4633Z;;;18520;01/01/1976;De 100 à 199 salariés;0;2787997;52970;0;0;0;1608851;0;4500088;1056707;0;0;1213500;151908;8584025;0;0;11372022;738600;0;136965;4432018;0;0;0;0;761197;37074;0;5262088;746724;53878;79041;0;0;6940004;11372022;0;44680906;0;44680906;15470;79608;44776482;36075461;111702;399353;7045;3322077;206849;2956236;1112595;441332;0;39621;0;25026;44697302;79180;2799;13624;13624;0;0;74830;0;0;16970;57859;136965;0;0;134953;331132;0;41092;188864;0;0;0;0;2261;132;0;0;0;0;0;79106;AVORD;12;;Société par actions simplifiée
412142143;BEALAS ENERGIE SERVICES;41214214300012;3314Z;;;95130;01/05/1997;De 250 à 499 salariés;0;4289839;0;2011957;0;0;654032;452937;9273529;822492;0;2000748;321300;308855;15845848;0;0;20135687;3050000;2885361;697133;8256882;0;1973789;0;0;0;443630;1006567;3432709;3603702;0;367520;0;1050888;9905016;20135687;0;31175117;520924;31696041;0;646959;33349415;0;0;2419804;237550;11645827;895722;11018288;4775501;423873;0;513821;295079;12518;32237983;1111433;951;3804;3804;0;0;47103;41600;0;373600;-326498;697133;0;84948;166255;1555131;0;395667;0;0;0;0;0;0;0;0;973732;1848;0;0;1108579;FRANCONVILLE;12;5,4;Société par actions simplifiée
394720718;SOLDIVE;39472071800029;4631Z;;;04190;01/04/1994;De 10 à 19 salariés;0;425949;0;0;0;0;0;0;2331268;5932269;0;0;2667454;105491;11036482;0;0;11462430;40000;0;73790;442650;0;0;0;0;2049737;2818486;0;168064;359488;0;5624004;0;0;11019780;11462430;0;27153557;6329727;33483283;0;74107;33557391;29749563;0;4161;17948;2771129;48433;619783;235896;79458;0;3060;0;13707;33543138;14253;8872;73252;74964;0;0;135273;0;0;9643;125630;73790;0;0;155208;0;0;0;90222;0;0;0;0;0;10;0;0;0;0;0;-51839;LES MEES;12;4,4;Société par actions simplifiée
318697208;SA ECONOMIE MIXTE VILLE RENOUVELEE / SEMVR;31869720800094;4299Z;;;59200;01/01/1980;De 50 à 99 salariés;0;19631392;0;131117188;0;0;0;604173;11289020;20285498;0;0;25945166;215892;189456936;0;0;209088328;8335773;130459;161646;12283362;0;21654308;0;0;50919276;466385;27436;5967763;2828394;2150;12839223;0;102100030;175150658;209088328;0;37976574;0;37976574;1873769;45546241;86035921;0;0;0;0;39074305;446660;3299565;1601732;1267622;0;39483;19666346;20441039;85836751;199170;126486;327742;407742;80000;16895;707487;84923;0;463755;243732;161646;0;0;141897;474659;0;1867804;13031043;0;0;0;0;0;0;0;639195;0;0;0;-82086;TOURCOING;12;4,8;Société anonyme à conseil d'administration
808982128;LANKEMAB;80898212800015;4711F;;;44550;08/01/2015;De 100 à 199 salariés;0;6547483;0;0;0;0;0;0;19087;25461;0;0;24407;1944;70900;0;0;6618383;6285240;0;142738;6470190;0;0;0;0;60363;48195;0;6054;33581;0;0;0;0;148193;6618383;0;216000;0;216000;0;12807;228811;0;0;0;0;39844;15193;110489;53121;14393;0;0;0;0;233040;-4229;151449;786;786;0;0;0;0;0;0;0;142738;0;3696;19087;33581;0;0;13637;0;0;0;0;0;0;0;0;0;0;0;146434;MONTOIR-DE-BRETAGNE;12;;Société par actions simplifiée
381459437;ETABLISSEMENTS HERVE;38145943700046;4661Z;;;22350;08/03/1991;De 20 à 49 salariés;0;901040;0;0;0;0;4908677;148269;1737427;308533;0;0;1149713;10273;8262892;0;0;9163932;160000;104662;546227;5274714;0;71960;0;0;10227;261;44020;2485649;1117739;0;159362;0;0;3817258;9163931;0;20804403;0;20804403;0;0;21733160;15835436;1192569;38539;0;736361;114375;1587635;567599;853288;0;0;0;1831;20927633;805527;19396;42854;42854;0;0;7274;0;0;2790;4484;546227;0;240325;0;0;0;1117739;0;0;0;0;0;0;0;0;0;0;0;0;782069;PLUMAUDAN;12;;Société par actions simplifiée
572058790;LISSAC ENSEIGNE;57205879000542;4778A;"Dépôt de l'état des créances
Jugement arrêtant le plan de sauvegarde
Jugement d'ouverture d'une procédure de sauvegarde";"13/07/2016
15/05/2016
21/01/2015";92140;01/01/1957;De 100 à 199 salariés;0;7169385;0;0;0;0;3340116;0;2563549;2661970;0;0;4310420;603487;13479542;0;0;20648927;2240000;3576332;118096;9065234;0;798103;0;0;3456;0;116039;3088666;3430219;8747;4138463;0;0;10785590;20648927;0;26702279;23458;26725737;0;1197771;27959278;9928905;177573;0;8;5376001;677173;6224732;2427170;476731;368192;179661;798103;701401;27335643;623636;144133;3750;3750;0;0;567876;0;0;165570;402307;118096;0;-5468;0;1233732;0;228231;271954;0;0;0;0;0;0;0;0;0;0;0;-289679;CLAMART;12;5,4;Société anonyme à conseil d'administration
354051930;FAUDIS / SUPER U;35405193000023;4711D;;;76640;29/12/1989;De 20 à 49 salariés;0;584662;2233;0;0;0;847800;0;145614;713982;0;0;68837;27078;1805544;0;0;2390205;40000;0;344029;469554;0;0;0;0;137469;5469;0;1380433;393462;0;3819;0;0;1920652;2390205;0;19947005;0;19947006;0;233351;20191448;16210122;-65947;33698;-240;1497297;255206;1240494;320711;147201;0;535;0;82580;19721657;469790;10945;10254;10254;0;0;24383;0;0;7744;16639;344029;0;143091;1140;98499;0;5399;0;0;0;0;0;0;49;0;0;0;0;0;470481;TERRES-DE-CAUX;12;;Société anonyme à conseil d'administration
